CSG_HOUSEKEY,Transaction_Type,Transaction_Date,Transaction_Result,Order__c,CSG_CABLE_SERV_STATUS,CSG_INTERNET_SERV_STATUS,CSG_PHONE_SERV_STATUS,CSG_SECURITY_SERV_STATUS,CSG_CABLE_SERV_DATE,CSG_INTERNET_SERV_DATE,CSG_PHONE_SERV_DATE,CSG_SECURITY_SERV_DATE,CSG_DROP_TYPE,CSG_VIDEO_TAP_STATUS,ELOC_CUSTOMFIELD1,JT_DBIG_CODE,CSG_DROP_STATUS,CSG_DWELL_TYPE,CSG_DWELL_CATEGORY,CSG_DWELL_SUBCATEGORY,CSG_HOUSE_STATUS,ELOC_ESLAM_PLG,HBB_COUNT,PBB_COUNT,MIP_TOTAL_EST_QB_COAX,MIP_TOTAL_BUSINESSES_IN_SMB,COSTAR_PROPERTY_TYPE,COSTAR_PROPERTY_SUBTYPE,COSTAR_MALL,COSTAR_RENTABLE_BUILDING_AREA,COSTAR_TYPICAL_FLOOR_SIZE,COSTAR_NUMBER_OF_STORIES,COSTAR_YEAR_BUILT,YEAR_RENOVATED,COSTAR_TENANTS,TAP_DROP_TYPE,TAP_NUM_PORTS,MIP_BUILDING_LAT_LONG_CODE,IQ_ROUTE_COST_COAX,MIP_BUILDING_TYPE,MIP_IN_PROBUILD,BLDG_CABLE_SERV_STATUS,BLDG_INTERNET_SERV_STATUS,BLDG_PHONE_SERV_STATUS,BLDG_SECURITY_SERV_STATUS,BLDG_DROPSTATUS,Master_HKSvc,Master_BldgBilling,Master_HKSvcPost12_22_13,Master_ResiHK,Master_RecentRTISurvey,Master_BldgService,Master_RecentRTIPIV,Master_ValidECF1Const,Master_PlantNearParcel,Master_JTConstruction,Const_RecentDOIFNoConst,Const_ConstSurveyNoConst,Const_U32PIVNoConst,Const_FiberOnlyBldg,Const_HouseStatusMY,Const_HouseStatusMZ,Const_NeverSvcBldg,Green_ActiveSuiteCoax,Green_ActiveSuiteMultiPlusVideo,Green_SvcResiHK,Green_SuiteBilling,Green_ProBuildConstWithROE,Green_AerialDrop150Ft,Green_PlantOnParcel,PIV_SuiteFiber,PIV_SuiteMultiNoVideo,PIV_SuiteNonStandardSurvey,PIV_ProBuildConstNoROE,PIV_NeverSvcSuite,PIV_PLG,PIV_RFOG,PIV_LargeSingleTenant,PIV_LargeMultiTenant,PIV_MallSuiteNoRTI,PIV_HardDisco
8.02E+13,DOIF,12/28/2017,Construction Issue,a0V1H00000E2zxCUAR,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,2, ,NULL,2,CL,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,Retail,Supermarket,0,24302,0,0,1981,0,1,NULL,NULL,CoStar,9555.35,COMMERCIAL,0,1,1,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,12/12/2017,Construction Issue,a0V1H00000E1WJaUAN,S,S,S,S,9/18/2012,9/18/2012,9/18/2012,2/17/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,3,101,88,Office,,0,205534,13702,15,1980,0,1,NULL,NULL,CoStar,6852.7,COMMERCIAL,0,91,91,91,91,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,4/25/2018,Construction Issue,a0VA0000005AEpaMAG,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,Office,,0,4000,4000,1,1984,0,1,NULL,NULL,CoStar,151.22,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/5/2017,Complete,a0V1H00000DOESRUA5,S,S,S,S,2/13/2016,2/13/2016,2/13/2016,2/16/2017,COAX ,0, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,7,7,Multi-Family,Apartments,0,100000,25000,4,2013,0,1,NULL,NULL,CoStar,801,COMMERCIAL,0,133,133,133,133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,12/22/2018,Construction Issue,a0V1H00000GRNDYUA5,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,2,2,2,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,9017.06,COMMERCIAL,0,1,1,1,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8.02E+13,DOIF,10/1/2018,Construction Issue,a0V1H00000FQZIDUA5,S,S,S,S,4/17/2015,4/17/2015,4/17/2015,2/17/2017,COAX ,0,F04020143,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,6,5,Retail,Storefront,0,98963,98963,1,1987,2006,1,NULL,NULL,Costar,1846.23,COMMERCIAL,0,6,6,6,6,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
8.02E+13,DOIF,12/18/2017,Construction Issue,a0V1H00000E21A1UAJ,S,S,S,S,9/15/2017,9/15/2017,9/15/2017,9/15/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,NS, ,0,0,1,1,Industrial,,0,52566,52566,1,2017,0,1,NULL,NULL,Costar,2169.21,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/5/2017,Complete,a0V1H00000DOlTBUA1,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Industrial,Warehouse,0,2100,2100,1,1961,0,1,NULL,NULL,CoStar,687.45,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/7/2017,Complete,a0V1H00000DOmCTUA1,S,S,S,S,2/15/2016,2/15/2016,2/15/2016,2/16/2017,COAX ,0,G01033929,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,4,4,Industrial,Warehouse,0,44000,44000,1,1978,0,1,NULL,NULL,CoStar,2201.79,COMMERCIAL,0,4,4,4,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,12/28/2017,Construction Issue,a0V1H00000DNYcAUAX,N,N,N,N,12/4/2017,12/4/2017,12/4/2017,12/4/2017,COAX ,0,G01033929,NULL,0,CL,COMMERCIAL,BUSINESS,NS,PLGC0917,0,1,7,7,Industrial,Warehouse,0,33000,33000,1,1978,0,1,NULL,NULL,CoStar,26.83,COMMERCIAL,0,4,4,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/5/2017,Complete,a0V1H00000E189eUAB,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Retail,Freestanding,0,3839,3839,1,1969,0,1,NULL,NULL,CoStar,378.03,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/5/2017,Complete,a0V1H00000DObYaUAL,S,S,S,S,8/3/2007,8/3/2007,8/3/2007,2/16/2017,COAX ,3, ,NULL,3,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,21,19,Industrial,Warehouse,0,18200,18200,1,1985,0,2,NULL,NULL,CoStar,78.27,COMMERCIAL,0,17,17,17,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/7/2017,Complete,a0V1H00000E1URAUA3,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,2,2,2,Retail,Auto Dealership,0,1224,1224,1,1955,0,1,NULL,NULL,CoStar,107.81,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/5/2017,Complete,a0V1H00000E0vvHUAR,S,S,S,S,1/31/1994,6/25/2005,11/9/2005,1/7/2016,COAX ,3, ,NULL,3,AA,RESIDENTIAL,SINGLE FAMILY,G2, ,0,1,1,1,Retail,Freestanding,0,967,967,1,1919,0,1,NULL,NULL,CoStar,627.48,COMMERCIAL,0,2,3,3,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,4/25/2018,Construction Issue,a0V1H00000Et1sIUAR,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,NULL,NULL,1,0,Office,,0,9072,9072,1,1951,0,1,NULL,NULL,CoStar,10328.61,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,10/1/2018,Construction Issue,a0V1H00000FxvOBUAZ,S,S,S,S,9/20/2018,9/20/2018,9/20/2018,9/20/2018,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,NULL,NULL,5,2,Health Care,Hospital,0,728298,138051,5,1952,0,1,NULL,NULL,Costar,0,COMMERCIAL,0,4,4,4,4,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
8.02E+13,Install,12/5/2017,Complete,a0V1H00000E1DAUUA3,S,S,S,S,11/21/2009,11/21/2009,11/21/2009,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Retail,Auto Repair,0,3600,3600,1,1957,0,1,NULL,NULL,CoStar,304.59,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,1/3/2018,Construction Issue,a0V1H00000E2YLBUA3,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,1159.69,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/6/2017,Complete,a0V1H00000E1OMpUAN,S,S,S,S,2/22/2012,2/22/2012,2/22/2012,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,73,69,Office,,0,72906,9113,8,1974,0,1,NULL,NULL,CoStar,3141.68,COMMERCIAL,0,83,83,83,83,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/6/2017,Complete,a0V1H00000E0bFGUAZ,S,S,S,S,8/3/2017,8/3/2017,8/3/2017,8/3/2017,COAX ,0, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,80,72,Office,,0,188129,10451,18,1981,2016,1,NULL,NULL,CoStar,4403.8,COMMERCIAL,0,69,69,69,69,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,12/19/2017,Construction Issue,a0V1H00000E2I30UAF,S,S,S,S,11/11/2016,11/11/2016,11/11/2016,2/16/2017,COAX ,0,G09042150,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,1,1,Industrial,Warehouse,0,32276,32276,1,1961,0,1,NULL,NULL,CoStar,529.28,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/7/2017,Complete,a0V1H00000DOY0nUAH,S,S,S,S,8/3/2012,8/3/2012,8/3/2012,2/16/2017,COAX ,3,G06039352,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,17,16,Office,,0,12584,6292,2,1971,0,2,NULL,NULL,CoStar,122.67,COMMERCIAL,0,11,11,11,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/7/2017,Complete,a0V1H00000DOY0nUAH,S,S,S,S,8/26/2013,8/26/2013,8/26/2013,2/17/2017,COAX ,1,G06039352,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,17,16,Office,,0,12584,6292,2,1971,0,2,NULL,NULL,CoStar,122.67,COMMERCIAL,0,11,11,11,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,1/17/2018,Complete,a0V1H00000E4VCRUA3,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,2,2,2,Industrial,Manufacturing,0,19800,19800,1,1973,0,1,NULL,NULL,CoStar,1257.2,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/6/2017,Complete,a0V1H00000DOBJRUA5,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,0, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Industrial,Warehouse,0,6237,6237,1,1980,0,1,NULL,NULL,CoStar,1327.54,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,10/1/2018,Construction Issue,a0V1H00000Fx2KvUAJ,S,S,S,S,11/1/2016,11/1/2016,11/1/2016,2/16/2017,COAX ,0,G08041969,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Industrial,Warehouse,0,4160,4160,1,1956,0,1,NULL,NULL,Costar,250.78,COMMERCIAL,0,1,1,1,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8.02E+13,DOIF,12/6/2017,Construction Issue,a0V1H00000DNZGaUAP,S,S,S,S,7/20/2009,7/20/2009,7/20/2009,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,1,0,Industrial,Warehouse,0,41818,41818,1,1972,0,1,NULL,NULL,CoStar,1017.99,COMMERCIAL,0,4,4,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/5/2017,Complete,a0V1H00000E0cVyUAJ,S,S,S,S,4/13/2000,6/25/2005,11/9/2005,1/7/2016,COAX ,3, ,NULL,3,ND,RESIDENTIAL,APARTMENT,G2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,5.57,RESIDENTIAL,0,1,1,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/6/2017,Complete,a0V1H00000DOjRbUAL,S,S,S,S,1/30/2012,1/30/2012,1/30/2012,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,36,23,Office,,0,191571,18673,10,1981,0,1,NULL,NULL,CoStar,392.4,COMMERCIAL,0,30,30,30,30,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,1/17/2018,Complete,a0V1H00000E4fCFUAZ,S,S,S,S,3/28/2013,3/28/2013,3/28/2013,2/17/2017,COAX ,1,D03003804,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,23,11,Office,,0,84145,21700,4,1982,2006,1,NULL,NULL,CoStar,83.25,COMMERCIAL,0,20,20,20,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,1/19/2018,Construction Issue,a0V1H00000EpAvGUAV,S,S,S,S,4/10/2017,4/10/2017,4/10/2017,4/10/2017,COAX ,3, ,NULL,3,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,11,8,Office,,0,19256,8200,3,1979,2010,1,NULL,NULL,CoStar,4.43,COMMERCIAL,0,9,9,9,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,1/17/2018,Complete,a0V1H00000E4C6jUAF,S,S,S,S,1/12/2000,6/25/2005,11/8/2005,1/7/2016,COAX ,1, ,NULL,1,AA,RESIDENTIAL,SINGLE FAMILY,G2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,244.15,RESIDENTIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,1/9/2018,Construction Issue,a0V1H00000E22dRUAR,S,S,S,S,1/30/2017,1/30/2017,1/30/2017,2/16/2017,COAX ,0,H01043978,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,Retail,,0,10269,10269,1,1995,0,1,NULL,NULL,CoStar,2651.69,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,12/29/2017,Construction Issue,a0V1H00000E2NenUAF,N,N,N,N,11/20/2017,11/20/2017,11/20/2017,11/20/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLG0917,0,1,37,26,Retail,Storefront Retail/Office,0,187353,93676,2,1982,0,1,NULL,NULL,CoStar,2008.92,COMMERCIAL,0,71,71,71,71,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,1/16/2018,Construction Issue,a0V1H00000E1fBJUAZ,S,S,S,S,12/7/2017,12/7/2017,12/7/2017,12/7/2017,MULTI,0,J01058076,NULL,0,CL,COMMERCIAL,BUSINESS,E2, ,0,0,19,13,Flex,,0,477225,238612,2,1967,2017,1,NULL,NULL,CoStar,1130.67,COMMERCIAL,0,7,7,7,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,12/20/2017,Construction Issue,a0V1H00000E17a0UAB,S,S,S,S,12/1/2017,12/19/2012,12/7/2015,12/1/2017,MULTI,0,C12003400,NULL,0,CL,COMMERCIAL,BUSINESS,E2, ,0,1,5,5,Flex,,0,477225,238612,2,1967,0,1,NULL,NULL,CoStar,1130.67,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/6/2017,Complete,a0V1H00000DO3tmUAD,S,S,S,S,5/26/2010,5/26/2010,5/26/2010,2/16/2017,COAX ,3,C11001266,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,17,17,Flex,Light Manufacturing,0,29840,29840,1,2010,0,1,NULL,NULL,CoStar,993.84,COMMERCIAL,0,17,17,17,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/6/2017,Complete,a0V1H00000E1J5EUAV,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,3, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,3,32,30,Office,,0,29112,9704,3,1976,1998,1,NULL,NULL,CoStar,775.73,COMMERCIAL,0,39,39,39,39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
