CSG_HOUSEKEY,Transaction_Type,Transaction_Date,Transaction_Result,Order__c,CSG_CABLE_SERV_STATUS,CSG_INTERNET_SERV_STATUS,CSG_PHONE_SERV_STATUS,CSG_SECURITY_SERV_STATUS,CSG_CABLE_SERV_DATE,CSG_INTERNET_SERV_DATE,CSG_PHONE_SERV_DATE,CSG_SECURITY_SERV_DATE,CSG_DROP_TYPE,CSG_VIDEO_TAP_STATUS,ELOC_CUSTOMFIELD1,JT_DBIG_CODE,CSG_DROP_STATUS,CSG_DWELL_TYPE,CSG_DWELL_CATEGORY,CSG_DWELL_SUBCATEGORY,CSG_HOUSE_STATUS,ELOC_ESLAM_PLG,HBB_COUNT,PBB_COUNT,MIP_TOTAL_EST_QB_COAX,MIP_TOTAL_BUSINESSES_IN_SMB,COSTAR_PROPERTY_TYPE,COSTAR_PROPERTY_SUBTYPE,COSTAR_MALL,COSTAR_RENTABLE_BUILDING_AREA,COSTAR_TYPICAL_FLOOR_SIZE,COSTAR_NUMBER_OF_STORIES,COSTAR_YEAR_BUILT,YEAR_RENOVATED,COSTAR_TENANTS,TAP_DROP_TYPE,TAP_NUM_PORTS,MIP_BUILDING_LAT_LONG_CODE,IQ_ROUTE_COST_COAX,MIP_BUILDING_TYPE,MIP_IN_PROBUILD,BLDG_CABLE_SERV_STATUS,BLDG_INTERNET_SERV_STATUS,BLDG_PHONE_SERV_STATUS,BLDG_SECURITY_SERV_STATUS,BLDG_DROPSTATUS,Master_HKSvc,Master_BldgBilling,Master_HKSvcPost12_22_13,Master_ResiHK,Master_RecentRTISurvey,Master_BldgService,Master_RecentRTIPIV,Master_ValidECF1Const,Master_PlantNearParcel,Master_JTConstruction,Const_RecentDOIFNoConst,Const_ConstSurveyNoConst,Const_U32PIVNoConst,Const_FiberOnlyBldg,Const_HouseStatusMY,Const_HouseStatusMZ,Const_NeverSvcBldg,Green_ActiveSuiteCoax,Green_ActiveSuiteMultiPlusVideo,Green_SvcResiHK,Green_SuiteBilling,Green_ProBuildConstWithROE,Green_AerialDrop150Ft,Green_PlantOnParcel,PIV_SuiteFiber,PIV_SuiteMultiNoVideo,PIV_SuiteNonStandardSurvey,PIV_ProBuildConstNoROE,PIV_NeverSvcSuite,PIV_PLG,PIV_RFOG,PIV_LargeSingleTenant,PIV_LargeMultiTenant,PIV_MallSuiteNoRTI,PIV_HardDisco
5.51E+13,DOIF,12/20/2017,Construction Issue,a0V1H00000E1oxUUAR,N,S,S,N,7/20/2015,7/20/2015,7/20/2015,1/26/2016,COAX,0, ,NULL,1,HA,COMMERCIAL,BUSINESS,SD, ,1,0,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,415.79,RESIDENTIAL,0,1,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.51E+13,Install,8/15/2018,Complete,a0V1H00000FuKLbUAN,S,S,S,S,2/7/2007,2/7/2007,2/27/2007,3/1/2017,COAX ,3, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2,PLGC0917,0,2,17,17,Office,Medical,0,23860,11930,2,2007,0,1,NULL,NULL,Costar,963.4,COMMERCIAL,0,12,12,12,12,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.51E+13,Install,12/6/2017,Complete,a0V1H00000DNbPYUA1,S,S,S,S,2/19/2007,2/19/2007,10/5/2013,2/21/2017,COAX,0, ,NULL,2,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,94.1,COMMERCIAL,0,3,3,3,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.51E+13,Install,12/6/2017,Complete,a0V1H00000DNbPYUA1,S,S,S,S,5/7/2008,5/7/2008,5/7/2008,2/21/2017,COAX,2, ,NULL,2,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,94.1,COMMERCIAL,0,3,3,3,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.51E+13,Install,8/15/2018,Complete,a0V1H00000G0yMYUAZ,S,S,S,S,7/29/2011,7/29/2011,7/29/2011,2/21/2017,COAX ,3, ,NULL,3,CL,COMMERCIAL,NON_PROFIT,G2,PLGC0917,0,1,9,8,Office,,0,4724,4724,1,0,0,1,NULL,NULL,Costar,0,COMMERCIAL,0,10,10,10,10,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.51E+13,Install,8/15/2018,Complete,a0V1H00000G1UbMUAV,S,S,S,S,2/25/2013,2/25/2013,2/25/2013,2/21/2017,COAX ,3, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2, ,NULL,NULL,40,37,Specialty,Lodge/Meeting Hall,0,30855,30815,1,1998,0,1,NULL,NULL,Costar,0,COMMERCIAL,0,39,39,39,38,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.53E+13,Install,12/5/2017,Complete,a0V1200000BOUFXEA5,S,S,S,S,5/30/2014,5/30/2014,5/30/2014,2/21/2017,COAX,1, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,S2,PLGC0917,0,2,2,2,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,6610.95,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,12/7/2017,Complete,a0V1H00000E0eCtUAJ,S,S,S,S,3/30/2001,9/24/2005,3/14/2006,1/26/2016,COAX,3, ,NULL,3,AA,RESIDENTIAL,SINGLE FAMILY,S2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,282.82,RESIDENTIAL,0,1,1,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,DOIF,2/1/2018,Construction Issue,a0V1H00000E38N4UAJ,S,S,S,S,9/23/2008,9/23/2008,9/23/2008,2/21/2017,COAX,0, ,NULL,0,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,1,1,Industrial,Showroom,0,12390,12390,1,1997,0,1,NULL,NULL,CoStar,13510.28,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,8/15/2018,Complete,a0V1H00000FyfyKUAR,S,S,S,S,10/5/2006,10/6/2006,10/6/2006,4/11/2017,COAX ,2, ,NULL,2,CL,COMMERCIAL,NON_PROFIT,G2,PLGC0917 ,0,1,50,47,Office,,0,272723,33186,8,1999,2012,1,NULL,NULL,Costar,3320.58,COMMERCIAL,0,46,44,44,43,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
5.53E+13,Install,12/6/2017,Complete,a0V1H00000E1JrqUAF,S,S,S,S,7/13/2012,7/13/2012,7/13/2012,3/1/2017,COAX,0, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,657.3,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,8/15/2018,Complete,a0V1H00000FyMtpUAF,S,S,S,S,4/26/2001,9/24/2005,2/1/2006,3/1/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,1,1,Specialty,Religious Facility,0,24000,24000,1,1976,0,1,NULL,NULL,Costar,0,COMMERCIAL,0,1,1,1,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.53E+13,DOIF,4/10/2018,Construction Issue,a0V1H00000FJ1c7UAD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,DOIF,10/16/2018,Construction Issue,a0V1H00000GC9rBUAT,S,S,S,S,11/4/1992,9/24/2005,11/13/2013,4/11/2017,COAX ,1, ,NULL,1,CO,COMMERCIAL,SCHOOL,G2, ,0,1,2,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,4855,COMMERCIAL,0,2,2,2,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.53E+13,Install,12/10/2017,Complete,a0V1H00000DOhjyUAD,S,S,S,S,10/6/2006,10/6/2006,4/12/2013,1/26/2016,COAX,1, ,NULL,1,AA,RESIDENTIAL,SINGLE FAMILY,G2, ,NULL,NULL,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,0,RESIDENTIAL,0,1,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,12/10/2017,Complete,a0V1H00000DOhjyUAD,N,S,S,N,11/24/2017,11/24/2017,11/24/2017,11/24/2017,COAX,0, ,NULL,0,HA,COMMERCIAL,BUSINESS,G2, ,NULL,NULL,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,0,RESIDENTIAL,0,1,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,8/15/2018,Complete,a0V1H00000FzHIqUAN,S,S,S,S,4/18/2013,4/18/2013,4/18/2013,4/11/2017,COAX ,3, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8,9522.59,COMMERCIAL,0,1,1,1,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.53E+13,Install,12/5/2017,Complete,a0V1H00000DOgpZUAT,S,S,S,S,9/21/2017,9/21/2017,9/21/2017,9/21/2017,COAX,0,H11026370,NULL,1,CL,COMMERCIAL,NON_PROFIT,S2,PLG0917,0,2,2,2,Industrial,Manufacturing,0,78029,78029,1,1988,0,1,NULL,NULL,CoStar,14618.3,COMMERCIAL,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,8/15/2018,Complete,a0V1H00000FuKoxUAF,S,S,S,S,6/28/2010,6/28/2010,6/28/2010,2/21/2017,COAX ,0, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,1,1,Flex,Light Manufacturing,0,52209,52209,1,1973,0,1,NULL,NULL,Costar,2185.96,COMMERCIAL,1,1,1,1,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5.53E+13,Install,12/6/2017,Complete,a0V1H00000DOc8iUAD,S,S,S,S,9/14/2011,9/14/2011,9/14/2011,2/21/2017,COAX,0, ,NULL,2,CL,COMMERCIAL,NON_PROFIT,S2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,3754.86,COMMERCIAL,0,1,1,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,12/6/2017,Complete,a0V1H00000DNtdnUAD,S,S,S,S,9/14/2011,9/14/2011,9/14/2011,2/21/2017,COAX,0, ,NULL,0,CL,COMMERCIAL,NON_PROFIT,S2, ,0,1,1,1,Office,,0,17622,5874,3,2004,0,1,NULL,NULL,CoStar,839.69,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,8/15/2018,Complete,a0V1H00000G0DZFUA3,S,S,S,S,2/21/2018,2/21/2018,2/21/2018,2/22/2018,COAX ,0, ,NULL,3,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,14,13,Retail,Freestanding,0,30740,30740,1,1986,0,1,NULL,NULL,Costar,0,COMMERCIAL,0,19,19,19,19,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.53E+13,Install,1/22/2018,Complete,a0V1H00000E19M1UAJ,S,S,S,S,11/12/2008,11/12/2008,11/12/2008,4/11/2017,COAX,0, ,NULL,3,CL,COMMERCIAL,NON_PROFIT,S2,PLGC0917,0,1,13,8,Office,,0,98044,24400,3,1985,2004,1,NULL,NULL,CoStar,495.91,COMMERCIAL,0,17,17,17,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,DOIF,2/1/2018,Construction Issue,a0V1H00000Ep820UAB,S,S,S,S,5/18/2009,5/18/2009,5/18/2009,4/11/2017,COAX,3, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2, ,0,0,1,0,Specialty,Religious Facility,0,18414,16204,1,1965,0,1,NULL,NULL,CoStar,265.19,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,12/6/2017,Complete,a0V1H00000DOG0rUAH,S,S,S,S,3/18/2015,3/18/2015,3/18/2015,4/11/2017,COAX,0, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,S2,PLGC0917,0,1,9,6,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,255.99,COMMERCIAL,0,19,19,19,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,8/15/2018,Complete,a0V1H00000FZjXhUAL,S,S,S,S,6/28/2011,6/28/2011,6/28/2011,4/11/2017,COAX ,3, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,969.68,COMMERCIAL,0,1,1,1,1,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.53E+13,Install,8/15/2018,Complete,a0V1H00000FuLiAUAV,S,S,S,S,11/3/2008,11/3/2008,11/3/2008,4/11/2017,COAX ,2, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2,PLGC0917,0,1,12,9,Office,,0,200528,100264,2,1956,0,1,NULL,NULL,Costar,6208.6,COMMERCIAL,0,18,18,18,17,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5.53E+13,Install,8/15/2018,Complete,a0V1H00000FyyBiUAJ,S,S,S,S,11/16/2012,11/16/2012,11/16/2012,4/11/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,NON_PROFIT,G2,PLGC0917,0,1,21,20,Office,,0,21373,10686,2,1969,0,1,NULL,NULL,Costar,15.67,COMMERCIAL,0,40,40,40,40,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.53E+13,Install,12/5/2017,Complete,a0V1H00000DOLaRUAX,S,S,S,S,1/26/2017,1/26/2017,1/26/2017,4/11/2017,COAX,0, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,S2,PLGC0917,0,2,4,4,Retail,Freestanding,0,5373,5373,1,1979,0,1,NULL,NULL,CoStar,68.9,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,8/15/2018,Complete,a0V1H00000G1DhmUAF,S,S,S,S,4/28/2005,10/6/2006,10/6/2006,4/11/2017,COAX ,3, ,NULL,3,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,26,24,Office,,0,5000,5000,1,1981,0,1,NULL,NULL,Costar,84.39,COMMERCIAL,0,15,15,15,15,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5.53E+13,Install,12/5/2017,Complete,a0V1H00000E1D2zUAF,S,S,S,S,8/8/2011,8/8/2011,8/8/2011,4/11/2017,COAX,1, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,S2, ,0,3,3,3,Retail,Bank,0,6000,6000,1,2008,0,1,NULL,NULL,CoStar,724.59,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,12/6/2017,Complete,a0V1200000BOhfHEAT,S,S,S,S,6/27/2017,6/27/2017,6/27/2017,6/27/2017,COAX,0,H11027073,NULL,0,CL,COMMERCIAL,NON_PROFIT,S2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,2020.04,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.53E+13,Install,12/6/2017,Complete,a0V1H00000E1NmXUAV,S,S,S,S,4/30/2008,4/30/2008,4/30/2008,4/11/2017,COAX,1, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,S2,PLGC0917,0,1,7,7,Retail,Freestanding,1,12000,12000,1,2007,0,1,NULL,NULL,CoStar,639.55,COMMERCIAL,0,9,9,9,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.54E+13,Install,1/22/2018,Complete,a0V1H00000E3rF3UAJ,S,S,S,S,11/15/2017,11/15/2017,11/15/2017,11/16/2017,COAX,0, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2, ,0,1,4,4,Industrial,Service,0,23619,23619,1,1987,0,1,NULL,NULL,CoStar,931.98,COMMERCIAL,0,3,3,3,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.54E+13,Install,12/6/2017,Complete,a0V1H00000E1ImRUAV,S,S,S,S,5/18/2009,5/21/2009,5/18/2009,3/1/2017,COAX,1, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2,PLGC0917,0,1,28,27,Flex,Light Manufacturing,0,61351,61351,1,1989,0,1,NULL,NULL,CoStar,13871.75,COMMERCIAL,0,37,37,37,37,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5.54E+13,Install,8/15/2018,Complete,a0V1H00000G0twZUAR,S,S,S,S,6/26/2012,6/26/2012,6/26/2012,3/1/2017,COAX ,0, ,NULL,1,CL,COMMERCIAL,NON_PROFIT,G2,PLGC0917,0,0,2,1,Retail,Storefront Retail/Office,1,18982,9491,2,1999,0,1,NULL,NULL,Costar,27.16,COMMERCIAL,0,6,6,6,6,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
